1.091 77.6 234.3 1.091 456.5 239.0 
1.102 84.0 235.0 1.102 460.5 234.0 
1.114 91.0 234.5 1.114 460.5 234.0 
1.125 97.5 234.5 1.125 460.5 239.9 
1.136 104.0 234.5 1.136 455.5 239.0 
1.147 111.0 233.0 1.147 460.0 239.9 
1.158 117.5 233.5 1.158 460.7 239.0 
1.169 124.4 232.9 1.169 461.5 239.0 
1.18 131.0 233.5 1.18 461.5 239.0 
1.192 137.5 232.5 1.192 461.5 239.5 
1.203 144.5 232.0 1.203 461.5 239.5 
1.214 151.0 232.0 1.214 460.5 239.9 
1.225 157.8 231.0 1.225 461.5 239.3 
1.236 164.5 231.5 1.236 461.0 240.0 
1.247 171.0 232.0 1.247 461.5 239.5 
1.258 177.5 230.5 1.258 462.0 239.5 
1.269 184.5 230.0 1.269 461.5 239.0 
1.281 191.2 230.0 1.281 460.0 239.5 
1.292 197.5 230.0 1.292 460.5 239.5 
1.303 204.0 230.0 1.303 460.5 239.9 
1.314 211.0 228.5 1.314 460.0 239.5 
1.325 217.5 228.5 1.325 460.5 239.9 
1.336 224.5 228.5 1.336 461.5 239.5 
1.347 230.5 229.0 1.347 460.5 239.5 
1.359 237.5 229.0 1.359 460.0 240.0 
1.37 244.0 229.4 1.37 460.0 239.5 
1.381 250.5 229.5 1.381 460.0 240.0 
1.392 257.0 230.4 1.392 460.4 239.6 
1.403 263.5 230.0 1.403 460.0 239.5 
1.414 270.0 230.5 1.414 461.0 239.3 
1.425 276.5 231.0 1.425 462.0 239.3 
1.437 282.7 231.8 1.437 460.0 239.5 
1.448 289.5 231.5 1.448 460.5 239.5 
1.459 296.0 232.5 1.459 460.0 240.0 
1.47 302.5 232.5 1.47 460.0 240.0 
1.481 309.0 233.0 1.481 461.0 239.0 
1.492 315.2 233.9 1.492 459.5 240.7 
1.503 322.0 234.0 1.503 461.1 239.6 
1.514 328.5 234.5 1.514 461.5 238.5 
1.526 335.2 234.7 1.526 460.0 239.5 
1.537 342.0 234.5 1.537 458.9 238.9 
1.548 348.5 234.5 1.548 459.1 239.5 
1.559 354.5 236.5 1.559 458.4 239.9 
1.57 361.5 235.0 1.57 461.5 239.5 
1.581 367.7 237.3 1.581 459.5 240.3 
1.592 374.5 237.5 1.592 461.5 239.5 
1.604 381.0 237.6 1.604 461.5 239.5 
1.615 387.5 237.5 1.615 460.5 239.5 
1.626 394.0 238.6 1.626 460.0 239.5 
1.637 401.2 237.1 1.637 459.5 238.9 
1.648 407.0 238.0 1.648 458.0 241.5 
1.659 413.5 239.5 1.659 459.5 240.0 
1.67 420.0 240.6 1.67 460.7 239.8 
1.682 423.9 239.9 1.682 457.5 241.5 
1.693 423.2 239.0 1.693 459.1 239.7 
1.704 423.0 239.0 1.704 461.2 240.2 
1.715 422.7 238.8 1.715 460.5 239.5 
1.726 422.1 238.5 1.726 459.0 239.4 
1.737 421.6 238.2 1.737 460.5 239.9 
1.748 420.9 237.9 1.748 459.8 240.8 
1.759 420.5 237.5 1.759 460.2 240.2 
1.771 420.0 237.5 1.771 460.2 240.2 
1.782 419.6 237.2 1.782 461.0 239.6 
1.793 419.1 236.8 1.793 460.7 240.1 
1.804 419.0 236.5 1.804 461.6 240.6 
1.815 418.0 236.0 1.815 460.5 239.9 
1.826 417.5 235.9 1.826 460.5 239.8 
1.837 416.8 235.5 1.837 460.5 239.5 
1.849 416.5 235.5 1.849 460.5 240.1 
1.86 416.0 234.5 1.86 460.5 240.0 
1.871 415.6 234.8 1.871 460.5 239.9 
1.882 415.2 234.7 1.882 461.5 239.8 
1.893 414.3 234.1 1.893 461.2 239.3 
1.904 413.6 233.9 1.904 462.3 239.7 
1.915 413.0 233.5 1.915 461.9 239.9 
1.927 412.5 233.5 1.927 460.0 239.6 
1.938 412.1 233.2 1.938 461.5 239.9 
1.949 411.4 232.8 1.949 461.0 239.5 
1.96 411.0 232.5 1.96 460.6 239.8 
1.971 410.5 232.5 1.971 461.5 239.9 
1.982 410.0 232.0 1.982 459.6 239.7 
1.993 409.1 231.9 1.993 461.0 239.5 
2.004 408.9 231.7 2.004 459.9 239.6 
2.016 408.7 231.4 2.016 459.6 239.7 
2.027 407.5 231.3 2.027 462.0 239.0 
2.038 407.2 230.9 2.038 459.5 239.5 
2.049 406.5 231.0 2.049 460.3 239.5 
2.06 406.2 230.3 2.06 462.0 239.0 
2.071 405.8 230.7 2.071 460.9 239.8 
2.082 405.1 231.2 2.082 459.9 239.2 
2.094 404.5 231.0 2.094 459.5 239.5 
2.105 404.5 231.1 2.105 459.9 239.2 
2.116 403.8 231.7 2.116 460.5 239.5 
2.127 403.5 231.5 2.127 458.9 239.4 
2.138 402.9 232.0 2.138 459.6 239.7 
2.149 402.0 232.0 2.149 459.5 239.2 
2.16 401.5 232.5 2.16 462.0 239.9 
2.171 401.5 232.7 2.171 460.5 240.4 
2.183 401.1 232.7 2.183 461.2 239.9 
2.194 400.5 232.9 2.194 461.0 239.5 
2.205 400.1 233.2 2.205 462.0 239.5 
2.216 398.5 233.5 2.216 461.0 239.5 
2.227 398.3 233.8 2.227 461.3 240.8 
2.238 398.0 234.0 2.238 461.0 239.5 
2.249 397.1 234.2 2.249 461.0 239.6 
2.261 396.2 234.5 2.261 459.9 239.2 
2.272 395.8 234.4 2.272 459.1 239.7 
2.283 395.5 234.7 2.283 458.6 239.4 
2.294 394.5 235.0 2.294 460.5 239.8 
2.305 394.6 235.6 2.305 460.3 239.0 
2.316 394.0 236.0 2.316 458.9 239.0 
2.327 393.4 235.9 2.327 460.0 239.4 
2.339 392.5 236.0 2.339 460.5 239.0 
2.35 392.2 236.2 2.35 461.0 239.5 
2.361 391.9 236.7 2.361 461.0 239.5 
2.372 391.4 237.1 2.372 461.5 239.5 
2.383 390.8 237.3 2.383 460.9 239.9 
2.394 390.0 237.5 2.394 462.0 239.0 
2.405 390.0 237.5 2.405 461.0 239.6 
2.416 388.8 238.1 2.416 461.3 239.4 
2.428 388.5 237.5 2.428 461.5 239.5 
2.439 387.3 238.2 2.439 460.5 240.0 
2.45 387.0 238.3 2.45 461.0 240.0 
2.461 386.5 239.0 2.461 462.5 239.0 
2.472 386.5 239.1 2.472 462.0 239.0 
2.483 385.5 239.5 2.483 460.5 239.8 
2.494 385.1 239.6 2.494 458.1 239.9 
2.506 384.6 239.6 2.506 460.5 239.0 
2.517 384.0 239.5 2.517 461.0 239.5 
2.528 383.5 239.5 2.528 458.0 239.2 
2.539 383.4 239.3 2.539 459.1 239.5 
2.55 382.4 239.0 2.55 460.5 239.5 
2.561 382.4 238.9 2.561 461.0 239.5 
2.572 382.0 238.7 2.572 460.5 240.0 
2.584 381.2 238.5 2.584 459.5 239.5 
2.595 381.0 238.4 2.595 459.6 239.7 
2.606 380.0 238.5 2.606 459.8 240.0 
2.617 379.8 238.4 2.617 457.7 240.6 
2.628 379.4 238.2 2.628 461.0 239.6 
2.639 379.0 238.0 2.639 459.8 239.8 
2.65 378.1 237.9 2.65 461.0 239.6 
2.661 377.1 237.9 2.661 461.2 239.9 
2.673 376.9 237.7 2.673 456.5 239.0 
2.684 376.3 237.7 2.684 460.0 240.0 
2.695 375.6 237.6 2.695 461.5 239.5 
2.706 375.5 237.5 2.706 459.6 239.7 
2.717 374.9 237.5 2.717 459.5 239.5 
2.728 374.5 237.5 2.728 459.5 239.5 
2.739 373.5 237.5 2.739 460.5 239.5 
2.751 373.2 237.4 2.751 462.0 239.5 
2.762 372.5 237.1 2.762 460.3 240.5 
2.773 372.3 237.1 2.773 461.0 240.0 
2.784 372.0 237.0 2.784 458.5 239.7 
2.795 370.7 236.8 2.795 458.4 239.1 
2.806 370.1 236.9 2.806 461.0 240.0 
2.817 370.2 236.7 2.817 459.9 239.2 
2.829 369.7 236.6 2.829 459.9 239.2 
2.84 368.9 236.1 2.84 459.5 239.2 
2.851 368.6 236.2 2.851 459.5 239.5 
2.862 368.2 236.1 2.862 459.1 239.7 
2.873 367.0 236.0 2.873 461.3 239.4 
2.884 366.8 236.0 2.884 460.0 240.0 
2.895 366.3 235.8 2.895 458.5 239.8 
2.906 365.5 236.0 2.906 460.5 239.5 
2.918 365.5 235.8 2.918 460.5 239.5 
2.929 364.8 235.8 2.929 460.5 239.5 
2.94 363.8 235.7 2.94 460.5 239.5 
2.951 364.0 235.5 2.951 462.0 239.0 
2.962 363.0 235.5 2.962 460.5 239.5 
2.973 362.5 235.5 2.973 460.4 240.6 
2.984 361.6 235.6 2.984 459.1 239.7 
2.996 361.0 235.5 2.996 460.5 240.0 
3.007 360.8 235.3 3.007 460.7 240.1 
3.018 360.6 235.2 3.018 461.0 239.6 
3.029 359.4 235.4 3.029 460.5 240.3 
3.04 359.1 235.1 3.04 459.5 239.5 
3.051 358.7 235.2 3.051 461.5 240.0 
3.062 358.2 235.1 3.062 462.0 239.5 
3.073 357.1 235.1 3.073 461.5 239.9 
3.085 357.3 235.1 3.085 457.4 239.6 
3.096 356.4 234.9 3.096 458.3 239.4 
3.107 355.4 235.0 3.107 458.3 239.4 
3.118 355.2 234.8 3.118 458.5 239.7 
3.129 354.4 234.9 3.129 459.2 239.2 
3.14 353.8 234.8 3.14 462.0 239.5 
3.151 353.4 234.9 3.151 462.0 239.0 
3.163 353.1 234.8 3.163 462.0 239.0 
3.174 352.4 234.8 3.174 459.1 239.7 
3.185 351.6 234.6 3.185 457.9 239.6 
3.196 350.6 234.5 3.196 460.5 240.0 
3.207 350.5 234.7 3.207 458.6 239.2 
3.218 349.3 234.5 3.218 458.0 239.2 
3.229 348.8 234.5 3.229 458.0 239.2 
3.241 348.5 234.0 3.241 457.7 239.4 
3.252 348.6 234.2 3.252 462.0 239.0 
3.263 347.7 234.4 3.263 459.0 238.9 
3.274 347.2 234.2 3.274 456.9 240.3 
3.285 346.3 234.2 3.285 457.7 239.4 
3.296 345.8 234.2 3.296 458.6 239.2 
3.307 345.1 234.1 3.307 457.7 239.4 
3.318 344.2 234.0 3.318 459.7 239.8 
3.33 344.6 234.0 3.33 457.7 239.4 
3.341 343.5 234.0 3.341 457.5 239.0 
3.352 342.9 234.3 3.352 458.0 239.0 
3.363 342.6 234.2 3.363 459.2 239.2 
3.374 342.1 234.2 3.374 456.2 239.1 
3.385 341.1 234.2 3.385 458.0 239.2 
3.396 340.9 234.2 3.396 459.1 239.7 
3.408 340.0 234.3 3.408 463.0 239.0 
3.419 339.5 234.0 3.419 461.8 240.1 
3.43 338.6 234.2 3.43 460.8 239.5 
3.441 338.2 234.0 3.441 460.8 240.3 
3.452 337.5 234.0 3.452 459.5 240.4 
3.463 337.1 234.2 3.463 463.0 239.5 
3.474 336.3 234.3 3.474 461.3 239.6 
3.486 336.0 234.3 3.486 460.5 240.0 
3.497 335.0 234.3 3.497 460.0 240.5 
3.508 334.2 234.1 3.508 461.3 240.1 
3.519 334.1 234.4 3.519 462.0 239.6 
3.53 333.5 234.0 3.53 459.5 241.6 
3.541 332.8 234.3 3.541 461.0 240.0 
3.552 332.4 234.2 3.552 460.5 240.0 
3.563 332.3 234.3 3.563 460.5 239.5 
3.575 331.0 234.3 3.575 456.7 239.8 
3.586 330.6 234.4 3.586 459.5 239.5 
3.597 329.9 234.5 3.597 457.7 239.4 
3.608 329.3 234.7 3.608 459.9 238.9 
3.619 329.0 234.5 3.619 462.0 239.0 
3.63 328.4 234.8 3.63 461.9 239.6 
3.641 328.1 234.6 3.641 461.0 239.6 
3.653 326.8 234.6 3.653 460.8 239.9 
3.664 326.6 234.6 3.664 460.0 240.0 
3.675 326.3 234.7 3.675 459.8 239.0 
3.686 325.8 234.8 3.686 459.2 239.9 
3.697 324.9 234.9 3.697 459.1 239.7 
3.708 324.6 235.0 3.708 461.2 238.5 
3.719 323.3 234.6 3.719 462.0 239.5 
3.731 323.1 235.1 3.731 460.5 240.0 
3.742 322.7 235.3 3.742 461.0 240.0 
3.753 322.5 235.0 3.753 461.0 240.0 
3.764 321.5 235.0 3.764 463.0 239.5 
3.775 320.9 235.1 3.775 460.9 239.9 
3.786 320.5 235.3 3.786 462.0 240.1 
3.797 320.1 235.3 3.797 460.8 240.3 
3.808 319.1 235.6 3.808 460.8 240.3 
3.82 318.9 235.3 3.82 459.2 239.9 
3.831 318.2 235.6 3.831 461.5 239.5 
3.842 317.5 235.5 3.842 459.9 239.2 
3.853 316.9 235.6 3.853 459.9 239.2 
3.864 316.4 235.9 3.864 459.5 239.5 
3.875 315.7 236.0 3.875 462.0 239.0 
3.886 315.3 235.7 3.886 461.1 239.9 
3.898 314.9 235.7 3.898 459.1 239.2 
3.909 313.7 235.9 3.909 463.0 239.0 
3.92 314.0 235.7 3.92 456.5 240.0 
3.931 313.4 236.1 3.931 452.5 236.4 
3.942 312.4 236.1 3.942 456.7 239.1 
3.953 311.8 236.4 3.953 458.3 239.7 
3.964 311.3 236.3 3.964 456.6 239.5 
3.976 311.1 236.7 3.976 458.0 239.5 
3.987 310.1 236.8 3.987 457.5 239.0 
3.998 309.6 236.8 3.998 458.0 239.4 
4.009 309.3 236.7 4.009 457.5 239.5 
4.02 309.0 237.0 4.02 458.5 239.7 
4.031 308.3 237.2 4.031 460.5 240.0 
4.042 307.5 237.0 4.042 460.2 240.0 
4.053 306.8 237.2 4.053 461.3 239.6 
4.065 306.5 237.5 4.065 463.0 239.5 
4.076 306.0 237.5 4.076 460.0 240.0 
4.087 305.1 237.6 4.087 462.0 239.5 
4.098 304.7 237.8 4.098 460.7 239.2 
4.109 304.1 237.7 4.109 461.5 239.5 
4.12 303.5 238.0 4.12 461.5 239.5 
4.131 303.2 237.9 4.131 460.2 240.5 
4.143 302.1 237.8 4.143 459.5 241.2 
4.154 301.5 238.5 4.154 459.5 239.5 
4.165 301.1 238.2 4.165 461.5 240.0 
4.176 300.7 238.2 4.176 460.8 240.3 
4.187 300.2 238.5 4.187 459.5 241.6 
4.198 299.5 239.0 4.198 461.0 240.0 
4.209 299.1 238.9 4.209 460.5 240.3 
4.22 298.5 239.1 4.22 462.0 239.5 
4.232 298.0 239.3 4.232 461.0 239.9 
4.243 297.5 239.0 4.243 461.1 239.3 
4.254 296.5 239.5 4.254 459.1 239.7 
