0.445 211.0 251.0 0.445 331.5 257.5 
0.457 215.5 252.0 0.457 331.5 258.5 
0.468 220.5 252.0 0.468 329.5 258.5 
0.479 225.0 252.5 0.479 330.5 260.5 
0.49 229.5 253.0 0.49 330.8 257.2 
0.501 234.5 252.0 0.501 330.5 256.5 
0.512 238.7 253.9 0.512 330.5 256.5 
0.523 244.0 252.0 0.523 330.5 257.5 
0.535 248.5 254.0 0.535 329.8 257.4 
0.546 253.0 254.0 0.546 329.3 260.0 
0.557 258.0 253.0 0.557 331.3 259.0 
0.568 262.5 254.0 0.568 329.5 259.5 
0.579 267.0 254.0 0.579 328.6 260.8 
0.59 272.0 254.5 0.59 329.4 261.4 
0.601 276.5 255.0 0.601 329.1 260.0 
0.612 281.1 255.0 0.612 329.4 259.1 
0.624 285.5 254.5 0.624 331.0 256.1 
0.635 290.0 255.0 0.635 330.8 257.0 
0.646 293.7 254.4 0.646 333.0 259.4 
0.657 293.9 254.3 0.657 332.5 257.5 
0.668 293.9 254.3 0.668 338.9 254.5 
0.679 293.7 254.0 0.679 342.0 256.7 
0.69 293.6 254.0 0.69 345.5 255.7 
0.702 293.4 254.1 0.702 349.5 260.0 
0.713 293.0 254.5 0.713 354.0 256.1 
0.724 293.1 254.1 0.724 356.5 256.1 
0.735 293.0 253.5 0.735 361.5 254.5 
0.746 292.8 253.8 0.746 368.5 258.0 
0.757 292.9 253.7 0.757 371.5 255.5 
0.768 292.7 253.8 0.768 372.5 258.5 
0.78 292.5 253.6 0.78 378.5 255.5 
0.791 292.2 253.5 0.791 384.9 254.2 
0.802 292.0 253.6 0.802 388.9 257.7 
0.813 291.7 253.5 0.813 390.9 258.1 
0.824 291.8 253.6 0.824 395.7 256.9 
0.835 291.8 253.6 0.835 398.8 258.9 
0.846 291.5 253.6 0.846 403.5 255.5 
0.857 291.5 253.4 0.857 405.5 257.5 
0.869 291.4 253.2 0.869 413.4 256.8 
0.88 291.3 253.3 0.88 418.6 256.4 
0.891 291.3 253.2 0.891 422.1 256.1 
0.902 291.0 253.2 0.902 426.4 256.2 
0.913 291.0 253.2 0.913 430.4 256.8 
0.924 290.8 252.5 0.924 435.3 256.2 
0.935 290.9 252.5 0.935 437.6 255.8 
0.947 290.6 253.3 0.947 441.5 256.8 
0.958 290.3 253.3 0.958 444.0 256.9 
0.969 289.9 253.1 0.969 449.6 256.4 
0.98 289.8 253.5 0.98 454.2 256.5 
0.991 289.8 253.2 0.991 458.1 257.1 
1.002 289.9 252.9 1.002 461.6 255.4 
1.013 289.8 253.2 1.013 464.7 254.8 
1.024 289.8 253.2 1.024 467.7 256.2 
1.036 289.5 253.0 1.036 470.5 255.5 
1.047 289.5 252.5 1.047 477.2 255.5 
1.058 289.5 253.0 1.058 480.8 254.5 
1.069 289.2 252.6 1.069 485.4 256.0 
1.08 289.2 252.6 1.08 489.7 254.8 
1.091 288.9 253.2 1.091 493.4 255.2 
1.102 289.0 253.0 1.102 499.3 255.4 
1.114 289.0 252.5 1.114 502.0 253.0 
1.125 289.0 252.5 1.125 506.3 254.9 
1.136 288.9 252.9 1.136 510.5 255.0 
1.147 288.9 252.9 1.147 513.6 254.8 
1.158 288.6 253.1 1.158 516.5 254.1 
1.169 288.3 253.0 1.169 520.7 253.3 
1.18 288.4 253.1 1.18 524.3 250.7 
1.192 288.3 253.0 1.192 529.0 252.3 
1.203 288.1 253.1 1.203 534.5 254.5 
1.214 287.9 253.3 1.214 538.5 251.9 
1.225 287.8 253.2 1.225 543.1 250.8 
1.236 287.9 253.2 1.236 547.4 251.2 
1.247 287.5 253.4 1.247 551.5 251.2 
1.258 287.5 253.4 1.258 555.0 250.3 
1.269 287.5 253.0 1.269 559.6 250.9 
1.281 287.3 253.0 1.281 562.5 250.4 
1.292 287.5 252.5 1.292 566.0 249.5 
1.303 287.2 253.2 1.303 571.0 250.3 
1.314 287.3 253.1 1.314 574.9 249.9 
1.325 287.2 252.7 1.325 579.0 249.5 
1.336 286.8 253.2 1.336 582.5 251.5 
1.347 286.8 253.2 1.347 587.0 251.7 
1.359 286.8 253.2 1.359 590.5 250.5 
1.37 286.8 253.2 1.37 594.0 250.0 
1.381 286.7 253.2 1.381 598.0 250.5 
1.392 286.8 253.2 1.392 600.9 249.8 
1.403 286.8 253.1 1.403 606.0 250.5 
1.414 286.8 253.1 1.414 609.5 250.5 
1.425 286.6 253.3 1.425 614.5 251.5 
1.437 286.4 253.2 1.437 617.5 250.5 
1.448 286.0 253.5 1.448 622.5 251.5 
1.459 286.0 253.6 1.459 628.0 249.5 
1.47 285.7 253.6 1.47 630.8 249.0 
1.481 285.7 253.5 1.481 88.5 144.5 
1.492 285.7 253.5 1.492 77.0 132.5 
